uid,proto,service,duration,orig_bytes,resp_bytes,conn_state,orig_pkts,resp_pkts,label,attack_type
C005555,udp,-,0.01911,0,0,S0,1,0,1,ddos
C005556,tcp,http,10.8875,41874,34880,SF,42,16,0,benign
C005557,tcp,ssl,2.1132,2189,22090,REJ,11,10,0,benign
C005558,tcp,ssl,2.3145,558,4345,SF,9,5,0,benign
C005559,tcp,ssl,1.7882,3591,6768,SF,9,3,0,benign
C005560,tcp,ftp,2.628,580,413,SF,10,7,1,bruteforce
C005561,udp,dns,0.9591,2723,20636,SF,7,11,0,benign
C005562,tcp,http,1.2103,2574,9770,SF,11,5,0,benign
C005563,tcp,-,0.01533,0,0,S0,2,0,1,ddos
C005564,udp,dns,2.1626,2050,26424,SF,10,12,0,benign
C005565,tcp,ssl,2.5246,4011,40740,SF,7,14,0,benign
C005566,tcp,ssl,2.2591,13320,1812,SF,15,6,0,benign
C005567,tcp,-,0.01273,0,0,S0,1,0,1,ddos
C005568,tcp,-,0.04633,0,0,S0,2,0,1,ddos
C005569,udp,dns,2.2334,6930,1760,SF,7,8,0,benign
C005570,tcp,-,3.9156,6755,4056,SF,7,2,0,benign
C005571,tcp,-,0.00254,0,0,REJ,1,0,1,portscan
C005572,tcp,-,0.00527,0,0,REJ,1,0,1,portscan
C005573,tcp,http,2.2203,2636,161730,SF,4,54,0,benign
C005574,udp,dns,2.4249,5320,3576,SF,14,6,0,benign
C005575,udp,dns,1.6497,6093,1832,REJ,9,4,0,benign
C005576,tcp,ssl,1.0751,2365,26818,SF,11,11,0,benign
C005577,tcp,-,0.04644,0,0,S0,2,0,1,ddos
C005578,tcp,ssl,1.8976,8500,1332,SF,10,4,0,benign
C005579,tcp,ssl,1.0753,4512,579,SF,8,3,0,benign
C005580,udp,dns,1.4027,5054,33624,SF,14,24,0,benign
C005581,tcp,-,0.00889,0,0,S0,1,0,1,portscan
C005582,tcp,ftp,3.0029,366,290,SF,6,5,1,bruteforce
C005583,tcp,ssl,7.5894,684,38236,SF,4,22,0,benign
C005584,tcp,-,0.00743,0,0,S0,1,0,1,portscan
C005585,tcp,-,0.00297,0,0,REJ,1,1,1,portscan
C005586,tcp,http,7.5872,1092,8151,SF,14,11,0,benign
C005587,tcp,ftp,1.4768,836,306,SF,11,6,1,bruteforce
C005588,tcp,ssh,2.2156,4820,28105,SF,5,11,0,benign
C005589,tcp,ssl,28.4547,7344,34632,SF,9,26,0,benign
C005590,udp,dns,0.6345,1944,5860,SF,18,2,0,benign
C005591,udp,dns,4.0748,7196,63280,SF,14,35,0,benign
C005592,tcp,ssh,3.4182,8768,3710,RSTO,16,5,0,benign
C005593,tcp,http,2.0985,889,7644,SF,7,12,0,benign
C005594,tcp,http,15.3914,10800,41700,S1,18,15,0,benign
C005595,tcp,-,0.00968,0,0,S0,1,0,1,portscan
C005596,tcp,http,8.092,22074,23551,SF,26,11,0,benign
C005597,udp,dns,3.7124,10624,28880,SF,16,10,0,benign
C005598,tcp,-,0.00406,0,0,S0,1,0,1,portscan
C005599,udp,dns,1.1769,14355,11552,SF,29,8,0,benign
C005600,tcp,http,1.0007,520,62800,REJ,8,25,0,benign
C005601,tcp,ssl,2.2081,596,47956,SF,2,19,0,benign
C005602,tcp,-,0.03056,0,0,S0,1,0,1,ddos
C005603,tcp,http,4.5592,2500,9284,SF,10,4,0,benign
C005604,tcp,ssh,1.8271,553,357,SF,7,7,1,bruteforce
C005605,udp,dns,1.0224,7040,6546,REJ,11,3,0,benign
C005606,tcp,ssl,6.052,3848,4624,SF,13,4,0,benign
C005607,tcp,-,3.0382,5698,8469,SF,14,3,0,benign
C005608,tcp,ssl,2.4093,7100,41910,SF,20,15,0,benign
C005609,tcp,http,2.6162,6175,20304,SF,13,18,0,benign
C005610,tcp,-,2.0598,1568,3050,SF,14,10,0,benign
C005611,tcp,ssl,2.4706,1690,23660,SF,13,10,0,benign
C005612,tcp,ssl,3.8491,6204,11700,SF,11,4,0,benign
C005613,tcp,ssl,6.1192,6608,53618,SF,8,34,0,benign
C005614,tcp,ssl,7.0662,8722,1395,SF,14,5,0,benign
C005615,tcp,-,0.00993,0,0,S0,1,0,1,ddos
C005616,tcp,-,1.6045,4398,31290,SF,6,15,0,benign
C005617,tcp,-,2.1913,2169,28655,SF,9,11,0,benign
C005618,tcp,-,0.00811,0,0,S0,1,1,1,portscan
C005619,udp,dns,4.3794,3120,36210,SF,5,17,0,benign
C005620,tcp,ssl,1.6685,804,692,SF,12,2,0,benign
C005621,tcp,ssl,2.0322,1605,6393,SF,15,3,0,benign
C005622,tcp,http,7.4962,7803,21984,S1,17,8,0,benign
C005623,tcp,ssl,1.4337,2802,44608,SF,6,16,0,benign
C005624,tcp,ssl,14.1317,5103,5104,SF,9,4,0,benign
C005625,udp,dns,10.9446,12597,9814,SF,17,7,0,benign
C005626,tcp,ssl,2.2861,1008,19173,SF,7,7,0,benign
C005627,udp,dns,3.7525,3069,3600,SF,11,9,0,benign
C005628,udp,dns,5.4577,5742,8289,SF,9,3,0,benign
C005629,tcp,-,0.001,0,0,S0,1,0,1,portscan
C005630,tcp,-,0.00567,0,0,S0,1,1,1,portscan
C005631,tcp,ssh,1.1954,288,180,SF,6,5,1,bruteforce
C005632,tcp,ssl,3.6722,729,10101,SF,9,13,0,benign
C005633,tcp,ssl,1.0565,4680,20605,SF,8,13,0,benign
C005634,tcp,ssl,1.9757,4570,50710,SF,10,22,0,benign
C005635,udp,dns,4.7115,1516,57321,RSTO,4,27,0,benign
C005636,udp,dns,4.6887,7306,1603,S1,13,7,0,benign
C005637,udp,dns,4.2807,4837,17892,SF,7,9,0,benign
C005638,tcp,http,10.581,3479,11096,SF,7,8,0,benign
C005639,udp,dns,7.2882,3426,42600,SF,6,24,0,benign
C005640,tcp,-,6.1383,1160,9360,SF,5,4,0,benign
C005641,tcp,ssl,2.3261,8987,84274,SF,11,29,0,benign
C005642,tcp,http,0.8314,596,1360,SF,4,10,0,benign
C005643,tcp,ssl,11.5676,3440,9824,SF,10,4,0,benign
C005644,tcp,ssl,2.082,16023,3586,SF,21,11,0,benign
C005645,tcp,-,1.558,11610,45836,SF,18,28,0,benign
C005646,tcp,ssh,1.9823,8739,18690,SF,9,7,0,benign
C005647,tcp,-,0.03048,0,0,S0,2,0,1,ddos
C005648,tcp,ssl,3.0764,8262,1974,SF,9,6,0,benign
C005649,tcp,-,0.00555,0,0,REJ,1,1,1,portscan
C005650,tcp,http,0.7222,14940,30156,SF,18,14,0,benign
C005651,udp,dns,1.9339,1326,105716,SF,6,52,0,benign
C005652,tcp,-,0.00221,0,0,REJ,1,0,1,portscan
C005653,tcp,-,0.00751,0,0,S0,1,0,1,portscan
C005654,udp,dns,4.1183,4930,4521,SF,10,33,0,benign
C005655,udp,-,0.04899,0,0,S0,1,0,1,ddos
C005656,tcp,ssh,1.7698,336,185,SF,8,5,1,bruteforce
C005657,tcp,http,7.0458,396,14190,SF,3,15,0,benign
C005658,tcp,ssl,3.2893,2496,1539,SF,16,9,0,benign
C005659,tcp,ssl,5.476,3464,5200,SF,8,10,0,benign
C005660,tcp,ssh,3.3434,1635,14030,SF,3,5,0,benign
C005661,tcp,-,0.00678,0,0,S0,1,0,1,portscan
C005662,tcp,http,8.549,3896,6032,SF,8,4,0,benign
C005663,tcp,ssl,2.1694,3807,1350,SF,9,5,0,benign
C005664,udp,dns,0.5816,5748,25648,SF,6,14,0,benign
C005665,tcp,http,4.8177,11104,13832,SF,16,7,0,benign
C005666,tcp,ssh,3.1105,459,392,SF,9,7,1,bruteforce
C005667,udp,dns,1.2191,6696,12860,SF,18,20,0,benign
C005668,tcp,http,2.1695,8260,1354,SF,10,1,0,benign
C005669,udp,dns,9.1687,4121,23280,SF,13,8,0,benign
C005670,tcp,-,0.045,0,0,S0,2,0,1,ddos
C005671,icmp,-,0.8925,1335,7809,SF,3,3,0,benign
C005672,tcp,ssl,6.9874,3164,22752,SF,7,72,0,benign
C005673,tcp,-,0.00114,0,0,S0,1,0,1,ddos
C005674,icmp,-,1.1186,8808,17712,SF,12,16,0,benign
C005675,tcp,ssh,2.8618,1599,2816,SF,3,11,0,benign
C005676,tcp,http,1.3653,558,43120,SF,9,55,0,benign
C005677,tcp,-,2.7126,6090,16002,SF,10,9,0,benign
C005678,tcp,http,8.2287,15640,684,SF,23,3,0,benign
C005679,udp,dns,0.4238,496,5940,SF,4,5,0,benign
C005680,tcp,http,1.5398,5760,28300,SF,8,20,0,benign
C005681,tcp,ssl,3.6929,2216,23744,SF,8,28,0,benign
C005682,tcp,http,1.9862,2752,6150,SF,8,3,0,benign
C005683,tcp,ssl,5.5776,3064,7500,SF,4,4,0,benign
C005684,tcp,-,0.5204,805,27730,SF,5,10,0,benign
C005685,tcp,-,0.00246,0,0,S0,1,0,1,portscan
C005686,icmp,-,3.3749,4260,85500,SF,10,45,0,benign
C005687,udp,dns,2.1338,4972,9588,SF,11,12,0,benign
C005688,tcp,-,0.00661,0,0,REJ,1,0,1,portscan
C005689,udp,-,0.03134,0,0,S0,2,0,1,ddos
C005690,tcp,-,0.00204,0,0,S0,1,1,1,portscan
C005691,tcp,-,0.00959,0,0,S0,2,0,1,ddos
C005692,tcp,-,0.00477,0,0,S0,1,1,1,portscan
C005693,tcp,ssl,3.0469,4048,15977,SF,11,13,0,benign
C005694,tcp,-,0.00488,0,0,REJ,1,0,1,portscan
C005695,tcp,-,3.7988,2200,23632,SF,4,8,0,benign
C005696,udp,dns,3.5603,1740,5500,SF,2,4,0,benign
C005697,tcp,http,1.0855,14790,26910,SF,17,13,0,benign
C005698,tcp,http,2.6352,3542,18071,SF,7,17,0,benign
C005699,tcp,ssh,1.8579,640,344,SF,10,8,1,bruteforce
C005700,tcp,http,1.5728,12493,6720,SF,13,6,0,benign
C005701,tcp,http,2.4497,10946,97240,SF,13,34,0,benign
C005702,tcp,ssl,41.4476,6149,6190,SF,11,5,0,benign
C005703,udp,-,0.02655,0,0,S0,2,0,1,ddos
C005704,tcp,http,2.5769,6175,14625,SF,13,15,0,benign
C005705,tcp,ssl,4.7022,6417,10784,SF,23,8,0,benign
C005706,udp,dns,7.5515,5122,23877,SF,13,9,0,benign
C005707,udp,dns,1.94,2661,4320,SF,3,9,0,benign
C005708,tcp,-,0.02522,0,0,S0,1,0,1,ddos
C005709,tcp,http,23.785,870,37912,SF,10,28,0,benign
C005710,tcp,-,0.0003,0,0,S0,1,0,1,portscan
C005711,udp,dns,2.2653,6810,12208,SF,15,14,0,benign
C005712,tcp,http,2.873,2655,11137,SF,5,7,0,benign
C005713,udp,dns,12.8034,2210,21375,SF,13,9,0,benign
C005714,tcp,ssl,4.9888,7704,3180,SF,8,12,0,benign
C005715,tcp,-,0.00484,0,0,S0,1,1,1,portscan
C005716,tcp,-,0.0498,0,0,S0,1,0,1,ddos
C005717,icmp,-,3.7515,5628,2706,SF,12,11,0,benign
C005718,tcp,-,0.00244,0,0,REJ,1,1,1,portscan
C005719,tcp,-,10.7482,2904,23212,SF,8,14,0,benign
C005720,tcp,ssl,5.4319,1984,15616,SF,4,8,0,benign
C005721,tcp,-,5.0643,570,7623,SF,6,7,0,benign
C005722,tcp,-,0.01367,0,0,S0,2,0,1,ddos
C005723,tcp,-,4.8785,5220,5658,SF,9,3,0,benign
C005724,tcp,ssl,2.4662,6986,13590,SF,14,5,0,benign
C005725,tcp,http,6.5579,3100,2200,SF,4,8,0,benign
C005726,tcp,ssl,3.172,2266,14488,SF,11,8,0,benign
C005727,tcp,ssl,2.7636,4480,7110,SF,5,5,0,benign
C005728,tcp,ssh,2.2249,650,312,SF,10,6,1,bruteforce
C005729,icmp,-,5.2635,6072,2492,SF,22,7,0,benign
C005730,udp,-,0.03406,0,0,S0,2,0,1,ddos
C005731,tcp,-,0.00615,0,0,S0,1,1,1,portscan
C005732,tcp,-,0.01594,0,0,S0,2,0,1,ddos
C005733,udp,dns,4.663,2317,8916,SF,7,3,0,benign
C005734,udp,dns,8.6171,5100,5958,SF,10,3,0,benign
C005735,tcp,http,1.2298,2140,55986,SF,10,21,0,benign
C005736,udp,dns,6.2502,2471,8398,SF,7,13,0,benign
C005737,tcp,http,1.0221,3195,32103,SF,5,29,0,benign
C005738,tcp,http,2.6162,4095,8344,SF,13,28,0,benign
C005739,tcp,http,8.3889,4090,46992,SF,5,24,0,benign
C005740,tcp,ssl,0.9047,2352,2961,SF,7,9,0,benign
C005741,tcp,http,2.4314,13412,6897,SF,14,3,0,benign
C005742,tcp,-,1.3363,2664,13629,SF,4,7,0,benign
C005743,tcp,-,0.00968,0,0,REJ,1,0,1,portscan
C005744,udp,dns,2.0909,5654,14848,SF,11,16,0,benign
C005745,udp,dns,1.3096,13860,3707,SF,22,11,0,benign
C005746,tcp,ssh,3.605,594,352,SF,9,8,1,bruteforce
C005747,tcp,-,0.00596,0,0,S0,1,1,1,portscan
C005748,tcp,ssl,6.3882,1119,33648,SF,3,12,0,benign
C005749,tcp,-,0.04052,0,0,S0,1,0,1,ddos
C005750,tcp,http,3.5253,2232,3935,SF,8,5,0,benign
C005751,tcp,ssh,7.6015,546,10422,SF,3,9,0,benign
C005752,tcp,-,2.3959,1316,5088,SF,4,16,0,benign
C005753,tcp,http,3.9331,12964,15917,SF,14,11,0,benign
C005754,tcp,ssl,9.258,1680,6957,SF,6,3,0,benign
C005755,tcp,ssl,0.647,3485,5032,SF,17,8,0,benign
C005756,tcp,http,3.6348,2824,31824,SF,8,24,0,benign
C005757,tcp,http,9.7203,3171,93936,SF,7,38,0,benign
C005758,tcp,-,1.5352,2817,2907,SF,9,3,0,benign
C005759,tcp,ssl,0.6089,7590,32964,SF,10,12,0,benign
C005760,tcp,http,4.1755,774,17738,SF,6,7,0,benign
C005761,udp,dns,9.7163,6160,11095,SF,7,5,0,benign
C005762,tcp,-,19.4595,6589,3039,SF,11,3,0,benign
C005763,icmp,-,6.938,9378,1675,SF,18,5,0,benign
C005764,tcp,ssl,0.7614,4221,11850,RSTO,7,10,0,benign
C005765,udp,-,0.02638,0,0,S0,1,0,1,ddos
C005766,tcp,-,0.83,3985,16736,SF,5,8,0,benign
C005767,tcp,-,0.00194,0,0,S0,1,0,1,portscan
C005768,tcp,-,0.00072,0,0,S0,1,0,1,portscan
C005769,tcp,ssl,3.9847,3675,17304,SF,7,6,0,benign
C005770,tcp,-,0.00318,0,0,S0,1,0,1,portscan
C005771,tcp,http,1.1447,5664,1345,SF,6,5,0,benign
C005772,tcp,http,1.8525,7780,1405,SF,10,5,0,benign
C005773,udp,dns,3.858,3300,10530,SF,5,10,0,benign
C005774,tcp,-,4.5393,3105,3804,SF,9,4,0,benign
C005775,tcp,ssl,1.7099,4656,64236,SF,6,53,0,benign
C005776,tcp,http,5.4914,3848,9036,SF,8,9,0,benign
C005777,tcp,http,2.5322,2034,35000,SF,9,14,0,benign
C005778,tcp,-,0.00907,0,0,REJ,1,0,1,portscan
C005779,tcp,http,14.5334,6149,10560,SF,13,20,0,benign
C005780,tcp,ssh,2.5165,19720,73682,SF,29,38,0,benign
C005781,tcp,http,2.5482,5500,45448,SF,11,23,0,benign
C005782,tcp,ssl,3.2505,1176,1148,SF,7,7,0,benign
C005783,tcp,ssl,3.4673,4545,3405,SF,9,3,0,benign
C005784,udp,-,0.01774,0,0,S0,2,0,1,ddos
C005785,udp,dns,14.6599,5760,7068,SF,12,6,0,benign
C005786,tcp,http,3.2492,6424,5778,REJ,22,2,0,benign
C005787,tcp,-,7.8306,15266,1841,SF,17,7,0,benign
C005788,tcp,ssl,2.5395,7650,1466,SF,15,1,0,benign
C005789,udp,dns,5.4389,6636,9960,SF,14,4,0,benign
C005790,udp,dns,15.7477,8704,40336,SF,16,16,0,benign
C005791,udp,dns,3.3072,3290,19691,SF,10,7,0,benign
C005792,udp,-,0.01036,0,0,S0,1,0,1,ddos
C005793,tcp,ssl,3.1039,5439,7288,SF,7,4,0,benign
C005794,tcp,-,0.8366,4833,14628,SF,9,6,0,benign
C005795,tcp,ssl,3.4296,3665,5244,SF,5,3,0,benign
C005796,tcp,http,2.3719,3948,4500,SF,7,6,0,benign
C005797,tcp,-,3.6591,1254,43602,SF,3,26,0,benign
C005798,udp,dns,3.1852,1156,4659,SF,4,3,0,benign
C005799,tcp,-,0.00402,0,0,S0,1,0,1,portscan
C005800,tcp,ftp,1.887,456,248,SF,8,8,1,bruteforce
C005801,tcp,ssl,4.4905,5910,17334,SF,6,9,0,benign
C005802,tcp,ssh,7.1261,4265,21632,SF,5,13,0,benign
C005803,tcp,http,3.0772,9520,23445,REJ,14,15,0,benign
C005804,tcp,http,0.834,3020,9191,SF,20,13,0,benign
C005805,udp,dns,14.9796,3060,16446,SF,6,6,0,benign
C005806,tcp,http,10.6126,8976,18330,SF,12,15,0,benign
C005807,udp,dns,0.8944,9960,18060,SF,10,7,0,benign
C005808,tcp,ftp,2.0997,858,195,SF,11,5,1,bruteforce
C005809,tcp,ssh,2.8126,3805,6504,SF,5,6,0,benign
C005810,tcp,ssl,15.8594,5229,824,SF,7,8,0,benign
C005811,tcp,ssh,7.2626,7667,1508,SF,11,4,0,benign
C005812,tcp,ssh,0.5776,2020,126322,SF,10,49,0,benign
C005813,tcp,ssl,0.9115,3928,1596,SF,4,4,0,benign
C005814,udp,dns,2.201,4134,22304,SF,13,17,0,benign
C005815,tcp,http,5.354,9163,11376,SF,11,6,0,benign
C005816,tcp,ssl,3.1301,3780,3087,SF,4,3,0,benign
C005817,tcp,http,1.8062,11232,21784,RSTO,13,8,0,benign
C005818,tcp,ssl,3.9939,6660,8063,SF,12,11,0,benign
C005819,tcp,http,1.6676,3504,17826,SF,4,6,0,benign
C005820,tcp,ssl,4.0057,4752,34306,SF,9,34,0,benign
C005821,tcp,http,5.9115,2884,12972,SF,7,6,0,benign
C005822,tcp,http,2.4744,15708,17916,SF,51,6,0,benign
C005823,tcp,-,0.00794,0,0,S0,1,0,1,ddos
C005824,tcp,http,3.5984,4477,33400,SF,11,25,0,benign
C005825,tcp,http,7.0809,1078,81090,SF,7,34,0,benign
C005826,tcp,-,0.00289,0,0,S0,1,1,1,portscan
C005827,tcp,-,0.01172,0,0,S0,1,0,1,ddos
C005828,tcp,ssl,1.6802,11284,49453,SF,13,17,0,benign
C005829,tcp,-,0.025,0,0,S0,1,0,1,ddos
C005830,tcp,ssl,8.21,9810,864,SF,10,4,0,benign
C005831,tcp,-,0.03481,0,0,S0,2,0,1,ddos
C005832,tcp,-,0.7671,1688,13175,SF,8,17,0,benign
C005833,tcp,ssl,5.4947,1750,3640,SF,7,10,0,benign
C005834,udp,dns,1.1005,3545,8652,SF,5,6,0,benign
C005835,tcp,-,0.00596,0,0,S0,1,0,1,portscan
C005836,tcp,-,0.00105,0,0,S0,1,0,1,portscan
C005837,tcp,-,0.04616,0,0,S0,1,0,1,ddos
C005838,udp,dns,5.251,931,51497,SF,7,23,0,benign
C005839,tcp,-,0.00472,0,0,S0,1,0,1,portscan
C005840,tcp,-,3.0159,4090,12288,SF,10,12,0,benign
C005841,tcp,ssl,2.8628,1696,5679,SF,8,9,0,benign
C005842,tcp,-,0.00293,0,0,S0,1,0,1,portscan
C005843,tcp,http,3.2337,7352,15000,S1,8,6,0,benign
C005844,tcp,ssl,7.9737,5740,7482,SF,7,6,0,benign
C005845,udp,dns,4.0543,5768,16740,SF,8,12,0,benign
C005846,udp,dns,1.4685,5427,87900,SF,9,30,0,benign
C005847,tcp,-,0.03795,0,0,S0,2,0,1,ddos
C005848,tcp,-,0.03912,0,0,S0,2,0,1,ddos
C005849,tcp,http,5.1671,3766,29184,SF,7,12,0,benign
C005850,tcp,-,10.5038,1476,7914,SF,12,3,0,benign
C005851,udp,dns,6.5806,4200,5344,SF,10,8,0,benign
C005852,tcp,ssh,14.586,14380,24264,SF,20,24,0,benign
C005853,udp,dns,2.7638,1938,30555,SF,3,15,0,benign
C005854,tcp,http,3.9207,4194,4564,SF,6,4,0,benign
C005855,tcp,ssl,8.0459,3360,12560,SF,6,8,0,benign
C005856,tcp,-,0.00202,0,0,REJ,1,1,1,portscan
C005857,udp,dns,2.9246,4755,9970,REJ,5,10,0,benign
C005858,tcp,ssl,5.8395,5389,5595,SF,17,5,0,benign
C005859,tcp,-,1.676,5080,3774,SF,8,3,0,benign
C005860,tcp,ssl,1.3439,10923,1692,REJ,11,6,0,benign
C005861,udp,dns,6.3246,762,5139,SF,6,3,0,benign
C005862,tcp,-,0.04788,0,0,S0,1,0,1,ddos
C005863,tcp,-,0.00026,0,0,S0,1,1,1,portscan
C005864,udp,dns,2.4124,4136,20769,SF,8,7,0,benign
C005865,tcp,http,1.5562,7380,7352,SF,9,8,0,benign
C005866,tcp,ssh,6.8198,2805,69276,SF,3,46,0,benign
C005867,tcp,ssl,1.4478,1296,14728,SF,8,8,0,benign
C005868,tcp,http,2.7785,1864,6575,SF,2,5,0,benign
C005869,tcp,http,4.2656,9207,14472,SF,11,12,0,benign
C005870,tcp,-,0.0062,0,0,S0,1,0,1,portscan
C005871,tcp,http,6.4583,4774,3208,SF,22,2,0,benign
C005872,tcp,http,1.2881,2511,8344,SF,9,7,0,benign
C005873,tcp,ssh,1.7442,620,414,SF,10,9,1,bruteforce
C005874,udp,dns,10.266,4122,2240,SF,6,7,0,benign
C005875,tcp,http,0.8037,5350,38346,SF,10,14,0,benign
C005876,tcp,-,0.04991,0,0,S0,1,0,1,ddos
C005877,tcp,ssl,1.7922,2919,12628,REJ,7,22,0,benign
C005878,tcp,ssl,5.0469,3372,496,SF,6,4,0,benign
C005879,tcp,http,3.9482,7682,17675,SF,23,25,0,benign
C005880,udp,-,0.0212,0,0,S0,1,0,1,ddos
C005881,udp,dns,2.3914,11712,40082,SF,12,14,0,benign
C005882,tcp,ssh,1.2629,4260,5420,SF,6,4,0,benign
C005883,tcp,-,0.04149,0,0,S0,1,0,1,ddos
C005884,udp,dns,6.9442,7059,15248,SF,13,8,0,benign
C005885,tcp,http,4.9294,3537,606,SF,9,6,0,benign
C005886,tcp,ssl,0.8445,5532,49356,SF,6,18,0,benign
C005887,icmp,-,3.8298,3682,16630,SF,7,10,0,benign
C005888,tcp,-,0.00254,0,0,S0,1,0,1,portscan
C005889,tcp,ssl,3.2634,812,17928,SF,7,9,0,benign
C005890,udp,dns,7.2675,2716,21648,SF,7,11,0,benign
C005891,tcp,ssl,10.716,1053,8211,SF,13,17,0,benign
C005892,tcp,ftp,1.6403,504,258,SF,9,6,1,bruteforce
C005893,tcp,ssl,5.3273,3490,8704,SF,10,16,0,benign
C005894,udp,-,0.0286,0,0,S0,1,0,1,ddos
C005895,tcp,http,6.9341,935,11730,SF,11,10,0,benign
C005896,tcp,-,6.1545,2056,16302,REJ,4,11,0,benign
C005897,tcp,http,12.5084,1928,28116,SF,4,18,0,benign
C005898,tcp,ssh,2.1849,456,280,SF,6,8,1,bruteforce
C005899,udp,dns,3.3491,2365,8337,SF,11,3,0,benign
C005900,tcp,ftp,3.3924,385,204,SF,7,6,1,bruteforce
C005901,tcp,ssh,1.5601,252,342,SF,6,6,1,bruteforce
C005902,udp,dns,1.1421,2882,15852,REJ,11,12,0,benign
C005903,tcp,ssl,6.5987,184,11488,SF,2,32,0,benign
C005904,udp,dns,1.9096,10626,26208,SF,14,18,0,benign
C005905,tcp,ssl,14.1482,3770,15691,SF,10,13,0,benign
C005906,tcp,http,2.9507,9740,20835,SF,10,15,0,benign
C005907,tcp,-,0.00413,0,0,S0,1,1,1,portscan
C005908,tcp,-,3.1896,6587,37590,SF,7,21,0,benign
C005909,tcp,ssh,1.033,550,200,SF,11,5,1,bruteforce
C005910,udp,dns,12.8167,1420,33402,SF,5,19,0,benign
C005911,tcp,ssl,7.0053,3006,14286,SF,6,6,0,benign
C005912,tcp,ftp,3.9215,408,350,SF,6,7,1,bruteforce
C005913,tcp,ssh,3.1899,715,531,SF,11,9,1,bruteforce
C005914,tcp,ssl,2.5253,1632,4000,SF,8,8,0,benign
C005915,tcp,-,13.1631,3056,20124,SF,8,9,0,benign
C005916,tcp,http,2.7881,3108,24156,SF,12,18,0,benign
C005917,tcp,ssl,2.0248,12129,5335,SF,13,5,0,benign
C005918,udp,dns,5.1729,9180,21564,SF,10,18,0,benign
C005919,udp,-,0.03513,0,0,S0,1,0,1,ddos
C005920,tcp,http,1.6627,6696,11040,SF,12,8,0,benign
C005921,tcp,ssl,1.8157,4741,45432,SF,11,24,0,benign
C005922,tcp,-,0.02066,0,0,S0,2,0,1,ddos
C005923,tcp,http,1.686,1683,22230,SF,9,15,0,benign
C005924,tcp,-,0.006,0,0,REJ,1,0,1,portscan
C005925,tcp,http,5.0338,1040,47086,SF,13,26,0,benign
C005926,udp,dns,2.323,8793,56056,SF,9,22,0,benign
C005927,udp,-,0.00611,0,0,S0,2,0,1,ddos
C005928,tcp,-,2.6237,12529,6400,SF,17,5,0,benign
C005929,udp,dns,3.0379,690,12894,SF,6,14,0,benign
C005930,tcp,-,0.00509,0,0,S0,1,1,1,portscan
C005931,tcp,ssl,3.658,5118,4980,SF,6,15,0,benign
C005932,tcp,ssl,1.6142,3058,22870,SF,22,10,0,benign
C005933,udp,dns,2.7953,10668,4186,SF,14,13,0,benign
C005934,tcp,http,3.307,4221,14075,REJ,7,5,0,benign
C005935,tcp,ssl,2.3179,633,3015,SF,3,3,0,benign
C005936,tcp,ssh,2.3694,264,250,SF,6,5,1,bruteforce
C005937,tcp,ssh,5.6449,835,40170,SF,5,15,0,benign
C005938,tcp,-,0.00422,0,0,REJ,1,0,1,portscan
C005939,tcp,ssl,17.2361,3035,1952,S1,5,4,0,benign
C005940,tcp,ssl,8.7093,5346,2870,SF,11,5,0,benign
C005941,tcp,http,12.3559,3352,47070,SF,4,30,0,benign
C005942,tcp,-,12.2302,310,84548,SF,5,46,0,benign
C005943,udp,dns,0.6592,1376,12915,SF,2,7,0,benign
C005944,tcp,-,0.0002,0,0,REJ,1,0,1,portscan
C005945,tcp,ssh,1.5013,330,245,SF,6,7,1,bruteforce
C005946,tcp,-,0.03283,0,0,S0,2,0,1,ddos
C005947,udp,dns,2.3282,376,8379,SF,4,3,0,benign
C005948,tcp,-,0.02972,0,0,S0,1,0,1,ddos
C005949,tcp,-,0.00488,0,0,REJ,1,0,1,portscan
C005950,tcp,-,0.00113,0,0,REJ,1,0,1,portscan
C005951,tcp,ssl,5.1034,4200,5970,SF,5,10,0,benign
C005952,tcp,ssl,2.0008,369,93204,SF,3,36,0,benign
C005953,tcp,http,8.7889,955,12936,SF,5,6,0,benign
C005954,tcp,http,3.6369,4932,15059,SF,12,11,0,benign
C005955,udp,dns,4.6226,1532,25785,SF,4,9,0,benign
C005956,tcp,ssl,5.2105,3068,7616,SF,4,4,0,benign
C005957,tcp,ssh,3.8242,384,240,SF,6,5,1,bruteforce
C005958,tcp,-,1.5131,1566,6755,SF,3,5,0,benign
C005959,tcp,ssh,3.8226,396,459,SF,6,9,1,bruteforce
C005960,tcp,http,3.5266,666,13519,S1,9,11,0,benign
C005961,tcp,http,1.1256,10104,13590,REJ,12,9,0,benign
C005962,tcp,http,3.4398,3824,12400,SF,8,8,0,benign
C005963,tcp,ssl,1.428,5064,91620,SF,6,36,0,benign
C005964,udp,-,0.03249,0,0,S0,1,0,1,ddos
C005965,tcp,ssl,4.5331,2070,6512,SF,10,8,0,benign
C005966,tcp,ssl,0.6332,2166,3813,SF,6,3,0,benign
C005967,tcp,ssl,3.2932,6594,27314,SF,7,14,0,benign
C005968,tcp,ssl,1.7867,11808,14112,SF,16,6,0,benign
C005969,udp,dns,15.6027,4570,10182,SF,5,6,0,benign
C005970,tcp,ftp,2.1684,550,312,SF,11,6,1,bruteforce
C005971,tcp,ssl,1.7524,2544,666,REJ,8,3,0,benign
